transaction_id,amount,hour_of_day,txn_count_last_24h,distance_from_home_km,is_foreign_country,is_new_merchant,Class
695,157.78,16,2,0.2,0,0,0
696,56.61,14,3,0.67,0,0,0
697,152.34,14,4,2.2,0,0,0
698,64.72,16,2,1.68,0,0,0
699,28.89,21,1,0.01,0,0,0
700,80.64,10,2,5.5,0,0,0
701,63.54,17,3,4.1,0,0,0
702,88.08,17,1,28.28,0,0,0
703,443.3,11,5,2.08,0,0,0
704,36.01,14,4,2.95,0,0,0
705,23.9,11,1,2.7,0,0,0
706,18.97,21,4,2.69,0,1,0
707,165.72,23,3,3.39,0,0,0
708,31.09,14,0,0.33,0,0,0
709,112.84,17,5,4.93,0,0,0
710,92.63,9,3,0.72,0,0,0
711,240.29,20,2,3.24,0,0,0
712,122.09,15,4,1.94,0,0,0
713,94.98,9,3,14.76,0,0,0
714,57.74,7,4,3.19,0,0,0
715,41.26,20,3,3.33,0,0,0
716,285.54,15,0,1.84,0,0,0
717,22.13,19,1,8.29,0,0,0
718,13.9,14,2,2.8,0,0,0
719,113.87,15,3,1.21,0,0,0
720,210.6,3,10,222.11,0,1,1
721,71.89,16,1,0.72,0,0,0
722,34.87,9,3,1.64,0,0,0
723,128.53,19,2,7.8,0,0,0
724,65.83,12,3,6.51,0,0,0
725,26.56,6,5,0.55,0,0,0
726,35.1,5,3,3.31,0,0,0
727,17.66,16,3,5.48,0,0,0
728,52.47,14,4,2.56,0,0,0
729,37.79,11,5,2.79,0,0,0
730,251.92,23,3,3.31,0,0,0
731,33.3,16,7,1.67,0,0,0
732,23.07,10,2,1.38,0,0,0
733,45.51,7,3,3.17,0,0,0
734,127.14,9,4,6.06,0,0,0
735,63.52,10,4,1.11,0,0,0
736,227.57,17,2,1.38,0,0,0
737,53.08,14,1,1.24,0,1,0
738,354.14,10,1,4.72,0,1,0
739,93.01,13,4,5.58,0,0,0
740,77.3,15,2,3.22,0,0,0
741,60.0,14,2,5.58,0,0,0
742,108.78,14,3,0.49,0,0,0
743,53.53,15,3,5.06,0,1,0
744,31.22,5,3,2.82,0,0,0
745,156.44,19,4,1.12,0,0,0
746,144.28,12,2,4.02,0,0,0
747,18.91,11,6,3.83,0,1,0
748,233.36,8,4,8.88,0,0,0
749,53.8,8,2,5.95,0,0,0
750,265.39,19,3,20.71,0,0,0
751,73.63,19,6,1.24,0,0,0
752,47.83,15,0,5.78,0,0,0
753,100.89,11,0,11.03,1,0,0
754,123.67,15,6,0.05,0,1,0
755,160.36,17,0,0.86,0,0,0
756,30.53,14,4,2.25,0,0,0
757,69.6,23,4,7.1,0,0,0
758,323.6,15,0,4.49,0,0,0
759,42.88,13,3,2.83,0,0,0
760,205.83,20,2,6.91,0,0,0
761,22.93,16,3,12.35,0,0,0
762,76.45,16,3,3.41,0,0,0
763,34.45,12,4,1.69,0,0,0
764,80.98,6,1,7.89,0,0,0
765,142.25,20,3,10.5,0,0,0
766,156.54,15,2,1.76,0,0,0
767,97.44,8,3,2.93,0,0,0
768,102.03,19,4,21.84,0,0,0
769,98.94,7,2,0.69,0,0,0
770,80.87,16,1,2.35,0,0,0
771,194.12,15,0,11.81,0,1,0
772,182.9,20,3,10.54,0,0,0
773,114.22,19,6,21.19,0,0,0
774,17.18,17,4,10.99,0,0,0
775,16.94,13,5,5.68,0,0,0
776,117.05,8,7,11.76,0,0,0
777,275.55,11,2,0.11,0,0,0
778,331.97,15,3,15.33,0,0,0
779,43.87,12,2,1.62,0,0,0
780,69.22,9,2,1.18,0,0,0
781,119.43,12,2,12.33,0,0,0
782,33.19,12,3,2.07,0,0,0
783,66.63,11,1,3.69,0,0,0
784,15.11,12,1,0.96,0,0,0
785,89.93,9,4,2.82,0,0,0
786,44.82,15,3,1.21,0,0,0
787,75.16,18,3,5.88,0,1,0
788,1214.85,6,10,84.13,1,0,1
789,40.62,15,1,7.9,0,0,0
790,41.99,20,2,2.57,0,0,0
791,205.66,11,2,2.86,0,0,0
792,38.08,15,5,0.27,1,0,0
793,38.31,7,3,1.0,0,0,0
794,23.65,18,3,3.08,0,0,0
795,1142.76,2,14,348.12,1,1,1
796,98.82,14,3,4.07,0,0,0
797,187.33,9,1,1.45,0,0,0
798,41.7,16,2,3.53,0,0,0
799,48.74,15,5,0.76,0,0,0
800,26.83,11,4,2.54,0,0,0
801,22.83,9,1,0.25,0,1,0
802,9.32,14,4,2.9,0,0,0
803,141.81,15,3,1.46,0,0,0
804,153.04,13,1,2.03,0,0,0
805,45.19,12,2,8.58,0,0,0
806,195.0,15,5,7.65,0,0,0
807,164.67,9,4,2.55,0,0,0
808,115.3,21,6,1.95,0,0,0
809,25.77,15,2,7.71,0,0,0
810,75.96,15,1,8.0,0,0,0
811,72.08,19,0,0.47,0,0,0
812,100.96,12,4,11.19,0,0,0
813,51.19,19,3,14.69,0,0,0
814,137.37,15,2,3.07,0,0,0
815,42.93,13,1,1.95,1,0,0
816,40.82,10,1,10.53,0,0,0
817,279.07,11,6,6.51,0,0,0
818,112.2,23,2,3.94,0,1,0
819,7.22,8,1,0.67,0,0,0
820,109.81,19,1,1.09,0,1,0
821,43.0,15,3,11.59,0,0,0
822,242.63,16,3,1.34,0,0,0
823,40.0,13,9,19.6,0,0,0
824,59.5,16,2,2.54,0,0,0
825,45.62,15,2,1.52,0,0,0
826,43.66,10,1,10.39,0,0,0
827,52.33,10,1,4.7,0,0,0
828,176.87,17,2,10.86,0,0,0
829,143.97,11,5,6.01,0,0,0
830,164.82,11,3,1.91,0,0,0
831,133.62,11,7,2.25,0,0,0
832,137.22,15,3,0.15,0,1,0
833,149.26,17,2,0.54,0,0,0
834,33.37,16,6,1.27,0,0,0
835,37.0,7,6,1.47,0,0,0
836,29.67,13,3,0.26,0,0,0
837,33.39,13,2,3.27,0,0,0
838,161.52,11,3,4.73,0,0,0
839,146.93,14,9,0.33,0,0,0
840,163.44,16,2,4.08,0,1,0
841,45.88,19,6,0.58,0,0,0
842,47.42,15,2,0.44,0,0,0
843,80.3,12,4,8.35,0,0,0
844,153.71,12,1,1.5,0,0,0
845,62.35,14,1,2.9,0,1,0
846,13.51,11,2,0.23,0,0,0
847,119.72,10,3,13.16,0,0,0
848,29.48,12,2,2.47,0,0,0
849,244.22,23,3,6.89,0,1,0
850,169.21,21,1,1.59,0,0,0
851,108.34,11,4,5.18,0,0,0
852,102.2,19,3,0.0,0,0,0
853,184.23,20,5,4.01,0,0,0
854,108.61,10,3,15.88,0,0,0
855,107.77,11,2,5.91,0,0,0
856,220.2,11,3,0.25,0,0,0
857,43.48,18,1,4.86,0,0,0
858,73.51,14,4,1.59,0,0,0
859,128.01,19,4,7.59,0,0,0
860,168.95,18,0,2.29,0,0,0
861,66.07,5,3,3.13,0,0,0
862,223.5,12,5,1.5,0,0,0
863,54.94,13,3,9.04,0,0,0
864,72.23,16,3,0.16,0,0,0
865,3.15,9,3,2.95,0,0,0
866,17.5,13,3,3.02,0,0,0
867,68.09,20,1,1.01,0,0,0
868,199.75,10,4,5.49,0,0,0
869,216.84,5,4,8.82,0,0,0
870,15.25,8,2,0.1,1,0,0
871,74.34,15,6,0.26,0,0,0
872,91.22,11,2,6.97,0,0,0
873,55.01,16,2,0.37,0,0,0
874,56.72,11,4,2.51,0,0,0
875,271.34,16,0,0.27,0,0,0
876,389.65,10,3,1.39,0,0,0
877,74.58,13,4,11.47,0,0,0
878,102.35,19,4,13.63,0,0,0
879,65.04,13,4,14.32,0,0,0
880,9.11,7,1,3.3,0,0,0
881,140.16,11,4,10.96,0,1,0
882,687.95,3,8,660.28,0,0,1
883,304.13,8,8,153.5,0,1,1
884,416.41,13,2,0.1,0,0,0
885,148.21,15,4,3.03,0,0,0
886,35.29,11,2,3.23,0,0,0
887,82.63,17,0,6.17,1,0,0
888,14.65,13,3,4.13,0,0,0
889,127.42,11,6,7.3,0,0,0
890,31.01,8,3,0.77,0,0,0
891,133.67,15,2,0.51,0,0,0
892,144.2,14,2,2.08,0,0,0
893,70.1,14,5,10.93,0,0,0
894,131.25,16,4,1.31,0,1,0
895,116.31,12,3,7.95,0,1,0
896,104.4,13,3,0.9,0,0,0
897,3.33,16,1,12.58,0,0,0
898,98.37,19,4,0.35,0,1,0
899,83.35,20,1,0.6,0,0,0
900,63.9,20,4,6.67,0,0,0
901,111.77,12,4,0.45,0,0,0
902,84.68,19,3,5.94,0,0,0
903,27.42,12,7,3.45,0,0,0
904,179.02,12,4,3.97,0,0,0
905,10.37,12,5,1.44,0,0,0
906,501.86,0,13,439.38,0,1,1
907,789.74,7,14,309.04,1,0,1
908,130.47,21,1,2.38,0,1,0
909,149.3,20,3,4.01,0,0,0
910,160.89,10,4,6.29,0,0,0
911,62.24,12,3,10.31,0,0,0
912,379.41,14,4,6.66,0,0,0
913,48.59,19,1,0.84,0,0,0
914,44.87,16,2,5.99,0,0,0
915,88.47,14,2,2.32,0,0,0
916,31.24,10,1,1.26,0,0,0
917,102.36,4,3,1.18,0,0,0
918,51.06,15,2,2.58,0,0,0
919,131.2,15,6,10.04,0,0,0
920,37.39,23,2,1.58,0,0,0
921,68.69,16,6,2.47,0,0,0
922,164.12,17,1,4.51,0,1,0
923,20.72,9,4,4.17,0,1,0
924,13.31,12,1,0.66,0,0,0
925,90.27,18,1,0.76,0,0,0
926,1062.32,6,11,301.7,1,1,1
927,192.39,16,1,3.51,0,0,0
928,203.0,21,2,7.17,0,0,0
929,56.82,9,4,8.51,0,0,0
930,74.47,16,4,1.41,0,0,0
931,219.36,8,2,4.5,0,0,0
932,85.06,14,3,3.58,0,0,0
933,239.27,10,8,0.45,0,1,0
934,70.48,15,3,9.93,0,0,0
935,72.7,15,5,2.22,0,0,0
936,72.65,19,1,2.1,0,0,0
937,74.57,18,3,4.74,0,0,0
938,62.65,12,2,5.12,0,0,0
939,79.01,11,3,7.74,0,0,0
940,82.05,12,6,1.32,0,0,0
941,933.7,0,10,25.0,1,1,1
942,98.12,10,6,11.2,0,0,0
943,31.52,9,2,3.26,0,0,0
944,20.31,15,3,0.61,0,1,0
945,99.48,14,3,17.29,0,0,0
946,136.86,21,4,15.1,0,0,0
947,75.3,16,4,9.65,0,0,0
948,11.38,15,4,10.96,0,0,0
949,32.61,14,2,6.23,0,0,0
950,273.14,22,3,3.16,0,0,0
951,80.17,19,3,4.82,0,0,0
952,141.23,20,4,1.25,0,0,0
953,218.33,12,3,2.94,0,0,0
954,83.61,14,1,3.15,0,0,0
955,80.26,15,7,0.25,0,0,0
956,181.35,12,3,5.2,0,0,0
957,88.78,14,3,4.18,0,0,0
958,122.49,18,4,10.07,0,0,0
959,74.87,15,2,3.92,0,0,0
960,78.18,14,3,0.08,0,0,0
961,90.76,7,0,2.47,0,1,0
962,31.65,16,1,2.01,0,0,0
963,50.0,18,3,1.01,0,0,0
964,33.77,14,2,22.18,0,0,0
965,231.28,16,3,5.99,0,0,0
966,44.61,12,5,3.99,0,0,0
967,445.38,15,2,1.18,0,0,0
968,129.3,10,4,4.29,0,0,0
969,153.43,9,3,1.65,0,0,0
970,43.3,10,2,3.64,0,0,0
971,24.57,5,6,2.73,0,0,0
972,75.2,9,7,2.0,0,0,0
973,550.76,1,7,498.5,0,1,1
974,161.18,8,4,5.25,0,0,0
975,139.28,16,1,3.45,0,0,0
976,124.12,12,3,2.45,0,1,0
977,15.09,13,0,1.23,0,0,0
978,94.15,17,5,5.95,0,0,0
979,48.54,12,6,0.32,0,0,0
980,61.62,12,3,13.47,0,0,0
981,91.07,15,1,0.8,0,0,0
982,58.24,14,3,0.38,0,0,0
983,102.33,13,2,1.26,0,0,0
984,97.48,7,5,2.09,0,0,0
985,191.17,14,3,0.75,0,0,0
986,36.54,15,2,7.99,0,1,0
987,46.56,15,3,3.51,0,0,0
988,62.93,15,4,0.28,0,0,0
989,71.75,18,3,7.05,0,0,0
990,51.65,12,2,0.74,0,0,0
991,60.01,13,5,13.54,0,0,0
992,55.88,15,3,3.92,0,0,0
993,137.15,15,7,7.83,0,1,0
994,220.59,10,3,6.08,0,0,0
995,102.56,12,6,0.53,0,0,0
996,114.88,23,0,8.79,0,0,0
997,207.95,16,0,0.96,0,0,0
998,93.7,8,1,6.0,0,0,0
999,194.94,16,6,1.96,0,1,0
1000,75.91,8,2,14.81,0,0,0
1001,11.53,15,5,13.9,0,0,0
1002,10.31,14,3,16.41,0,0,0
1003,95.52,15,5,27.74,0,0,0
1004,217.42,14,5,3.34,0,0,0
1005,53.87,17,5,2.08,0,0,0
1006,55.31,13,2,1.23,0,0,0
1007,84.43,8,3,1.92,0,0,0
1008,274.25,8,6,0.69,0,0,0
1009,138.06,18,2,1.68,0,0,0
1010,103.05,8,2,1.6,0,0,0
1011,114.04,17,5,0.96,0,0,0
1012,78.11,13,2,3.61,0,0,0
1013,81.36,11,5,1.44,0,0,0
1014,9.46,15,5,1.86,0,0,0
1015,150.75,17,9,0.05,0,0,0
1016,98.86,11,3,2.72,0,1,0
1017,126.62,17,3,5.31,0,0,0
1018,76.75,22,5,6.48,0,0,0
1019,109.01,8,2,6.08,0,0,0
1020,86.43,10,4,0.71,0,0,0
1021,65.63,15,3,1.77,0,0,0
1022,137.12,16,4,11.45,0,0,0
1023,156.92,11,2,0.48,0,0,0
1024,153.57,15,1,4.13,0,0,0
1025,57.12,13,3,16.37,0,0,0
1026,400.24,17,2,4.12,0,0,0
1027,168.15,13,2,0.2,0,0,0
1028,129.36,11,0,1.36,0,0,0
1029,17.62,12,4,0.15,0,0,0
1030,26.63,18,2,2.94,0,0,0
1031,5.26,17,5,2.65,0,0,0
1032,133.72,14,4,3.6,0,0,0
1033,135.88,12,1,0.76,0,0,0
1034,111.28,12,2,2.44,0,0,0
1035,99.24,8,3,0.21,0,0,0
1036,55.63,17,5,4.62,0,0,0
1037,114.29,17,5,6.33,0,0,0
1038,39.17,13,1,0.39,0,0,0
1039,15.75,11,1,2.54,0,0,0
1040,96.94,16,5,2.17,0,0,0
1041,90.53,12,4,2.74,0,0,0
1042,47.55,8,5,0.03,0,0,0
1043,52.48,13,2,7.55,0,0,0
1044,77.12,8,5,6.3,0,0,0
1045,1008.35,2,8,498.52,1,1,1
1046,127.14,14,1,6.57,0,0,0
1047,112.85,17,6,2.05,0,0,0
1048,119.38,18,2,4.88,0,0,0
1049,85.25,13,2,5.68,0,0,0
1050,17.73,14,2,4.32,0,0,0
1051,58.79,22,4,2.1,0,0,0
1052,50.9,13,4,9.74,0,0,0
1053,30.46,6,1,2.48,0,0,0
1054,327.73,16,0,11.15,0,0,0
1055,158.02,12,6,5.33,0,0,0
1056,67.06,6,3,7.47,0,0,0
1057,208.07,18,4,3.31,0,0,0
1058,27.83,17,5,6.97,0,0,0
1059,82.75,11,4,6.44,0,0,0
1060,122.18,17,4,7.36,0,0,0
1061,143.74,16,1,2.67,0,0,0
1062,246.72,13,6,0.03,0,0,0
1063,134.25,20,4,2.38,0,0,0
1064,147.7,10,8,10.65,0,0,0
1065,155.37,8,4,8.18,0,0,0
1066,58.27,14,1,3.28,0,0,0
1067,111.94,8,4,10.54,0,0,0
1068,85.54,14,3,5.04,0,0,0
1069,31.32,16,5,6.46,0,0,0
1070,124.41,13,5,9.95,0,0,0
1071,58.07,11,4,3.27,0,0,0
1072,56.93,4,3,2.69,0,0,0
1073,70.7,12,3,0.73,0,0,0
1074,44.22,17,4,3.29,0,1,0
1075,87.31,23,3,7.36,0,0,0
1076,114.7,17,5,0.63,0,0,0
1077,89.48,21,0,1.2,0,0,0
1078,102.79,12,3,1.2,0,0,0
1079,49.84,17,8,3.64,0,0,0
1080,15.03,13,6,1.66,0,0,0
1081,51.66,13,3,11.55,0,1,0
1082,72.39,16,4,4.1,0,0,0
1083,106.9,15,1,11.84,0,0,0
1084,69.07,23,4,1.32,0,0,0
1085,56.83,10,2,8.46,0,0,0
1086,23.16,15,2,5.33,0,0,0
1087,47.96,15,1,0.4,0,1,0
1088,16.98,14,6,0.47,0,0,0
1089,9.59,15,2,4.07,0,1,0
1090,142.68,15,6,2.29,0,0,0
1091,38.53,6,3,1.07,0,0,0
1092,129.69,18,4,11.18,0,0,0
1093,69.16,15,2,4.39,0,0,0
1094,31.93,17,2,5.29,0,0,0
1095,218.56,5,5,9.32,0,0,0
1096,50.92,19,1,2.2,0,0,0
1097,37.25,9,1,3.52,0,0,0
1098,126.2,12,3,6.75,0,0,0
1099,46.8,14,1,13.89,0,1,0
1100,22.81,12,2,0.99,0,0,0
1101,251.42,9,5,4.06,0,0,0
1102,34.85,12,3,3.37,0,0,0
1103,114.84,12,1,0.85,0,0,0
1104,20.6,20,5,9.22,0,0,0
1105,173.45,7,3,1.47,0,1,0
1106,57.98,13,4,0.14,0,0,0
1107,50.42,17,2,2.7,0,0,0
1108,64.88,16,3,3.66,0,0,0
1109,429.91,16,4,0.45,0,0,0
1110,32.2,13,5,0.73,0,1,0
1111,141.98,17,0,7.22,0,1,0
1112,96.52,18,4,12.18,0,0,0
1113,360.03,16,1,2.41,0,0,0
1114,99.27,15,1,0.12,0,0,0
1115,23.92,10,1,16.27,0,1,0
1116,129.41,19,4,4.37,0,0,0
1117,84.49,16,3,3.86,0,0,0
1118,18.03,14,4,2.24,0,0,0
1119,176.98,19,2,0.31,0,0,0
1120,158.72,16,1,0.01,0,1,0
1121,973.1,4,10,1303.77,0,0,1
1122,88.61,11,2,11.18,0,0,0
1123,119.26,14,8,9.32,0,0,0
1124,193.56,12,2,1.94,0,0,0
1125,40.89,13,5,1.53,0,0,0
1126,136.45,9,4,2.28,0,0,0
1127,157.11,15,3,6.78,0,0,0
1128,112.02,11,3,2.44,0,0,0
1129,38.55,12,8,14.1,0,1,0
1130,353.56,15,5,5.31,0,0,0
1131,92.12,16,0,3.33,0,0,0
1132,76.64,10,6,6.43,0,0,0
1133,155.59,12,2,9.01,0,0,0
1134,46.69,9,2,0.25,0,0,0
1135,130.54,12,6,1.49,0,0,0
1136,91.61,20,2,4.63,0,0,0
1137,84.07,9,1,6.98,0,0,0
1138,86.39,17,2,4.53,0,1,0
1139,30.3,13,3,3.56,0,0,0
1140,35.66,21,5,1.1,0,0,0
1141,46.13,17,4,7.26,0,0,0
1142,150.76,22,7,4.06,0,0,0
1143,202.67,11,7,8.41,0,0,0
1144,89.37,16,0,13.45,0,0,0
1145,79.51,14,5,2.0,0,0,0
1146,83.31,16,3,2.67,0,0,0
1147,4.11,15,4,17.96,0,0,0
1148,61.3,14,2,2.7,0,0,0
1149,76.44,11,4,11.75,0,0,0
1150,189.07,14,4,1.44,0,0,0
1151,36.65,21,3,8.46,0,0,0
1152,88.15,13,3,5.51,0,0,0
1153,79.83,17,2,0.73,0,0,0
1154,122.69,15,2,0.4,0,0,0
1155,29.54,15,3,0.67,0,0,0
1156,83.52,12,2,3.99,0,1,0
1157,91.41,18,5,1.49,0,0,0
1158,89.14,12,4,1.44,0,0,0
1159,50.19,6,5,2.32,0,0,0
1160,65.21,10,6,5.33,0,0,0
1161,51.47,16,2,6.33,0,1,0
1162,146.26,15,2,0.19,0,0,0
1163,101.26,9,9,3.28,0,0,0
1164,34.94,16,4,35.36,0,0,0
1165,81.89,17,8,2.57,0,0,0
1166,43.04,14,1,0.16,0,0,0
1167,167.18,12,2,2.36,0,0,0
1168,90.43,23,2,6.45,0,0,0
1169,169.07,13,0,0.45,0,0,0
1170,741.12,16,5,0.81,0,0,0
1171,75.35,13,2,3.78,0,0,0
1172,175.14,17,2,3.87,0,1,0
1173,87.97,12,1,9.6,0,0,0
1174,156.19,14,3,0.32,0,0,0
1175,28.46,13,0,8.01,0,0,0
1176,109.8,20,1,11.8,0,0,0
1177,54.21,15,4,1.62,0,0,0
1178,47.73,16,5,3.6,0,0,0
1179,49.12,13,2,6.16,0,0,0
1180,34.77,22,4,24.3,0,0,0
1181,27.12,18,3,1.24,0,0,0
1182,70.74,14,5,2.67,0,0,0
1183,18.29,14,1,14.29,1,0,0
1184,130.1,17,8,13.72,0,0,0
1185,17.15,11,0,6.13,0,1,0
1186,29.63,17,3,3.74,0,0,0
1187,56.09,11,1,14.08,0,0,0
1188,180.45,8,1,1.06,0,0,0
1189,33.97,23,1,4.42,0,0,0
1190,67.41,17,4,1.88,0,0,0
1191,71.84,12,2,2.91,0,0,0
1192,209.72,12,1,1.49,0,0,0
1193,108.64,10,1,10.21,0,1,0
1194,699.48,0,12,377.15,1,1,1
1195,103.95,13,7,1.4,0,0,0
1196,266.71,14,2,2.18,0,0,0
1197,211.16,15,3,1.76,0,0,0
1198,61.74,14,4,3.64,0,0,0
1199,53.47,15,3,0.21,0,0,0
1200,244.91,14,3,2.47,0,1,0
1201,14.21,8,2,6.54,0,0,0
1202,102.83,19,4,2.41,0,0,0
1203,53.89,10,1,35.72,0,0,0
1204,44.46,16,5,3.58,0,0,0
1205,82.25,12,1,12.57,0,0,0
1206,56.72,18,2,8.06,0,0,0
1207,156.85,20,4,0.27,0,0,0
1208,92.26,12,6,1.82,0,0,0
1209,50.12,18,1,4.38,0,0,0
1210,167.56,15,1,3.41,0,0,0
1211,62.01,15,6,0.52,0,0,0
1212,151.78,12,1,4.03,0,0,0
1213,147.96,10,5,3.36,0,1,0
1214,93.95,14,3,6.18,0,1,0
1215,28.32,4,7,6.35,0,1,0
1216,69.43,14,2,5.54,0,0,0
1217,115.79,11,3,2.6,0,0,0
1218,58.05,15,4,14.04,0,0,0
1219,285.68,11,4,15.7,0,0,0
1220,96.34,14,3,2.05,0,0,0
1221,61.47,17,2,4.98,0,0,0
1222,133.24,13,5,3.05,0,1,0
1223,79.48,16,3,0.38,0,0,0
1224,56.56,8,5,7.31,0,1,0
1225,22.72,10,3,4.52,0,0,0
1226,143.65,19,3,0.65,0,0,0
1227,179.92,13,1,12.04,0,0,0
1228,206.76,14,3,0.05,0,0,0
1229,65.31,21,4,1.05,0,0,0
1230,94.88,18,3,13.39,0,0,0
1231,109.36,10,4,0.32,0,0,0
1232,53.26,14,5,6.88,0,0,0
1233,129.71,8,5,4.09,0,0,0
1234,121.79,19,0,8.96,0,0,0
1235,84.66,19,4,4.71,0,0,0
1236,129.34,12,3,4.68,0,0,0
1237,185.53,15,2,4.26,0,0,0
1238,129.1,11,2,23.45,0,0,0
1239,14.98,18,4,27.19,0,0,0
1240,428.56,0,13,300.8,0,1,1
1241,211.36,9,5,3.9,0,1,0
1242,121.43,16,4,13.25,0,0,0
1243,31.31,14,2,0.15,0,0,0
1244,80.95,11,3,6.85,0,0,0
1245,100.55,12,1,1.44,0,1,0
1246,81.82,14,1,9.07,0,0,0
1247,167.93,14,2,1.71,0,0,0
1248,125.21,17,3,1.62,0,0,0
1249,89.89,18,2,7.3,0,1,0
1250,36.84,23,0,0.35,0,0,0
1251,70.93,9,5,2.21,0,1,0
1252,112.32,10,2,3.36,0,0,0
1253,127.73,16,2,8.9,0,0,0
1254,46.43,12,5,10.99,0,0,0
1255,267.21,11,3,29.48,0,0,0
1256,66.43,15,0,1.99,0,0,0
1257,109.6,8,7,5.91,0,0,0
1258,79.8,17,1,2.18,0,0,0
1259,72.65,9,2,0.74,0,1,0
1260,23.49,19,4,8.04,0,0,0
1261,110.91,16,2,0.27,0,0,0
1262,119.86,13,2,6.72,0,0,0
1263,31.89,15,7,3.72,0,0,0
1264,77.54,10,4,17.74,0,0,0
1265,113.81,19,2,0.58,0,0,0
1266,23.14,11,4,9.51,0,0,0
1267,85.26,18,3,3.74,0,0,0
1268,103.98,11,4,3.67,0,0,0
1269,32.25,17,3,1.62,0,0,0
1270,92.73,17,4,3.54,0,0,0
1271,20.99,17,1,6.46,0,0,0
1272,18.01,11,2,0.0,0,0,0
1273,89.97,14,4,8.24,0,1,0
1274,190.12,15,6,2.2,0,0,0
1275,29.87,20,0,2.38,0,0,0
1276,184.67,11,4,3.29,0,0,0
1277,130.71,20,5,18.82,1,0,0
1278,50.29,9,2,2.86,0,0,0
1279,11.25,18,1,4.83,0,1,0
1280,225.43,12,6,1.74,0,0,0
1281,245.28,14,1,12.24,0,0,0
1282,121.84,19,0,4.03,0,0,0
1283,69.99,13,6,0.71,0,0,0
1284,60.06,12,4,1.14,0,0,0
1285,34.43,13,0,1.49,0,0,0
1286,145.9,10,4,0.96,0,0,0
1287,300.44,14,0,1.75,0,0,0
1288,62.6,2,2,3.53,0,1,0
1289,65.64,17,4,0.14,0,0,0
1290,345.33,3,18,433.98,1,1,1
1291,72.37,15,4,1.57,0,0,0
1292,165.52,20,5,2.93,0,0,0
1293,66.09,13,5,6.06,0,0,0
1294,32.57,17,2,4.94,0,0,0
1295,21.39,12,3,1.29,0,1,0
1296,109.15,15,5,1.48,0,0,0
1297,15.31,18,2,1.23,0,0,0
1298,82.69,15,6,4.75,0,0,0
1299,116.82,13,4,13.36,0,0,0
1300,168.69,10,2,2.85,0,0,0
1301,30.81,13,5,4.78,0,0,0
1302,37.5,14,4,1.39,0,0,0
1303,146.6,22,1,7.66,0,0,0
1304,24.62,14,6,5.95,0,0,0
1305,128.8,19,6,2.12,0,0,0
1306,55.83,12,4,1.14,0,0,0
1307,31.74,14,5,10.66,0,0,0
1308,168.26,19,3,1.23,0,0,0
1309,28.44,6,2,0.07,0,0,0
1310,14.9,20,4,9.73,0,0,0
1311,101.37,8,2,0.17,0,0,0
1312,161.54,18,2,0.85,0,1,0
1313,104.5,9,4,13.66,0,0,0
1314,131.36,14,2,2.53,0,0,0
1315,37.98,12,3,1.16,0,0,0
1316,173.67,9,0,4.07,0,0,0
1317,58.22,14,5,0.12,0,0,0
1318,65.01,23,2,1.02,0,1,0
1319,13.08,14,3,3.67,0,1,0
1320,0.73,14,4,0.99,0,0,0
1321,100.33,8,1,3.96,0,0,0
1322,92.78,15,3,1.15,0,0,0
1323,344.02,16,8,3.41,0,0,0
1324,185.95,15,1,2.03,0,0,0
1325,173.72,11,2,0.74,0,0,0
1326,399.14,13,3,25.7,0,0,0
1327,71.02,14,3,6.43,0,1,0
1328,33.87,19,1,1.57,0,1,0
1329,209.45,17,5,1.18,0,0,0
1330,61.27,21,2,5.01,0,0,0
1331,58.63,12,5,3.08,0,0,0
1332,227.68,18,2,2.88,0,0,0
1333,168.27,6,5,0.07,0,0,0
1334,30.98,14,3,1.37,0,0,0
1335,75.46,19,2,7.57,0,0,0
1336,153.3,3,3,13.93,0,0,0
1337,23.95,11,2,1.02,0,1,0
1338,88.22,14,2,16.19,0,0,0
1339,86.0,12,2,11.94,0,0,0
1340,95.29,19,3,0.64,0,0,0
1341,45.09,13,0,13.82,0,0,0
1342,74.55,20,2,0.28,0,0,0
1343,39.4,14,3,0.95,0,1,0
1344,29.69,17,6,9.47,0,0,0
1345,201.08,13,4,4.19,0,0,0
1346,73.98,12,3,3.18,0,0,0
1347,31.95,15,3,3.18,0,0,0
1348,5.76,15,2,2.6,1,0,0
1349,56.04,22,1,1.02,0,0,0
1350,66.34,11,3,13.34,0,0,0
1351,89.75,14,1,9.54,0,0,0
1352,59.11,9,1,0.63,0,0,0
1353,206.01,5,3,9.7,0,0,0
1354,316.2,22,1,5.19,0,0,0
1355,101.49,10,4,0.48,0,0,0
1356,15.29,16,4,2.73,0,0,0
1357,180.33,14,3,4.33,0,0,0
1358,89.81,15,4,0.3,0,0,0
1359,56.17,18,1,8.44,0,1,0
1360,24.51,15,1,10.46,0,0,0
1361,255.31,13,4,3.67,0,0,0
1362,311.85,13,6,9.35,0,0,0
1363,208.0,16,4,3.07,0,0,0
1364,173.27,12,1,1.15,0,0,0
1365,7.16,9,2,2.8,0,0,0
1366,20.19,8,2,5.38,0,0,0
1367,34.17,22,0,1.14,0,0,0
1368,49.32,8,2,7.62,0,0,0
1369,132.86,12,4,4.64,0,0,0
1370,12.43,12,1,0.14,0,1,0
1371,52.78,17,6,9.08,0,1,0
1372,106.45,15,3,1.51,0,0,0
